# SalesOrderID,OrderDate,DueDate,ShipDate,Delivery Time (in days),Delivery Status,OnlineOrderFlag,CustomerID,ContactID,SalesPersonID,Sales Person,TerritoryID,Country,ShipToAddressID,TotalDue,salesreasonId,Sales Reason
44546,2001-11-01,2001-11-13,2001-11-08,7,On time,0,313,594,276,Linda C Mitchell,4,US,1041,2319.9536,0,#N/A
44547,2001-11-01,2001-11-13,2001-11-08,7,On time,0,84,252,278,Garrett R Vargas,6,Canada,459,91921.1041,0,#N/A
44548,2001-11-01,2001-11-13,2001-11-08,7,On time,0,528,584,276,Linda C Mitchell,4,US,1077,556.2026,0,#N/A
44549,2001-11-01,2001-11-13,2001-11-08,7,On time,0,422,437,279,Tsvi Michael Reiter,5,US,954,64993.9395,0,#N/A
44550,2001-11-01,2001-11-13,2001-11-08,7,On time,0,364,469,277,Jillian Carson,3,US,600,38113.8034,0,#N/A
44551,2001-11-01,2001-11-13,2001-11-08,7,On time,0,385,462,276,Linda C Mitchell,4,US,1053,54409.517,0,#N/A
44552,2001-11-01,2001-11-13,2001-11-08,7,On time,0,566,25,279,Tsvi Michael Reiter,5,US,972,130086.5618,0,#N/A
44553,2001-11-01,2001-11-13,2001-11-08,7,On time,0,63,536,279,Tsvi Michael Reiter,5,US,915,8055.4262,0,#N/A
44554,2001-11-01,2001-11-13,2001-11-08,7,On time,0,541,123,280,Pamela O Ansman-Wolfe,1,US,890,984.7764,0,#N/A
44555,2001-11-01,2001-11-13,2001-11-08,7,On time,0,612,400,279,Tsvi Michael Reiter,5,US,979,39972.9284,0,#N/A
44556,2001-11-01,2001-11-13,2001-11-08,7,On time,0,309,41,277,Jillian Carson,4,US,593,40531.2466,0,#N/A
44557,2001-11-01,2001-11-13,2001-11-08,7,On time,0,255,876,277,Jillian Carson,4,US,587,37331.5358,0,#N/A
44558,2001-11-01,2001-11-13,2001-11-08,7,On time,0,432,278,275,Michael G Blythe,2,US,802,1112.405,0,#N/A
44559,2001-11-01,2001-11-13,2001-11-08,7,On time,0,342,342,275,Michael G Blythe,2,US,792,23146.979,0,#N/A
44560,2001-11-01,2001-11-13,2001-11-08,7,On time,0,532,335,282,José Edvaldo Saraiva,6,Canada,533,1276.5069,0,#N/A
44561,2001-11-01,2001-11-13,2001-11-08,7,On time,0,326,337,283,David R Campbell,1,US,869,55934.1418,0,#N/A
44562,2001-11-01,2001-11-13,2001-11-08,7,On time,0,45,530,279,Tsvi Michael Reiter,5,US,913,25588.9375,0,#N/A
44563,2001-11-01,2001-11-13,2001-11-08,7,On time,0,433,155,280,Pamela O Ansman-Wolfe,1,US,880,63320.1589,0,#N/A
44564,2001-11-01,2001-11-13,2001-11-08,7,On time,0,403,409,276,Linda C Mitchell,4,US,1056,45902.7524,0,#N/A
44565,2001-11-01,2001-11-13,2001-11-08,7,On time,0,495,304,279,Tsvi Michael Reiter,5,US,963,2863.1087,0,#N/A
44566,2001-11-01,2001-11-13,2001-11-08,7,On time,0,40,323,277,Jillian Carson,4,US,564,50808.1785,0,#N/A
44567,2001-11-01,2001-11-13,2001-11-08,7,On time,0,401,39,281,Shu K Ito,1,US,1054,62239.9152,0,#N/A
44568,2001-11-01,2001-11-13,2001-11-08,7,On time,0,287,235,275,Michael G Blythe,3,US,785,3073.1208,0,#N/A
44569,2001-11-01,2001-11-13,2001-11-08,7,On time,0,348,29,276,Linda C Mitchell,3,US,1046,40769.731,0,#N/A
44570,2001-11-01,2001-11-13,2001-11-08,7,On time,0,218,442,283,David R Campbell,1,US,857,77640.5214,0,#N/A
44571,2001-11-01,2001-11-13,2001-11-08,7,On time,1,29448,19857,,#N/A,8,Germany,29763,3756.989,0,#N/A
44572,2001-11-01,2001-11-13,2001-11-08,7,On time,1,28664,8154,,#N/A,1,US,18007,3953.9884,9,Quality
44573,2001-11-01,2001-11-13,2001-11-08,7,On time,1,25917,4943,,#N/A,4,US,14778,3756.989,0,#N/A
44574,2001-11-01,2001-11-13,2001-11-08,7,On time,1,11107,3981,,#N/A,9,Australia,13816,3729.364,0,#N/A
44575,2001-11-01,2001-11-13,2001-11-08,7,On time,1,11110,17447,,#N/A,9,Australia,27334,3756.989,0,#N/A
44576,2001-11-01,2001-11-13,2001-11-08,7,On time,1,28660,17065,,#N/A,1,US,26952,3953.9884,9,Quality
44577,2001-11-02,2001-11-14,2001-11-09,7,On time,1,28667,4114,,#N/A,1,US,13949,3953.9884,9,Quality
44578,2001-11-02,2001-11-14,2001-11-09,7,On time,1,28653,10497,,#N/A,4,US,20364,3953.9884,9,Quality
44579,2001-11-02,2001-11-14,2001-11-09,7,On time,1,28662,14269,,#N/A,4,US,24139,3953.9884,9,Quality
44580,2001-11-03,2001-11-15,2001-11-10,7,On time,1,13782,11271,,#N/A,8,Germany,21141,3953.9884,9,Quality
44581,2001-11-03,2001-11-15,2001-11-10,7,On time,1,11108,9736,,#N/A,9,Australia,19596,3729.364,0,#N/A
44582,2001-11-03,2001-11-15,2001-11-10,7,On time,1,11134,17639,,#N/A,9,Australia,27527,3756.989,0,#N/A
44583,2001-11-03,2001-11-15,2001-11-10,7,On time,1,18210,19813,,#N/A,9,Australia,29719,3953.9884,9,Quality
44584,2001-11-04,2001-11-16,2001-11-11,7,On time,1,28671,2562,,#N/A,1,US,12389,3953.9884,9,Quality
44585,2001-11-04,2001-11-16,2001-11-11,7,On time,1,28790,14082,,#N/A,1,US,23952,3953.9884,9,Quality
44586,2001-11-04,2001-11-16,2001-11-11,7,On time,1,28794,13857,,#N/A,1,US,23727,3953.9884,9,Quality
44587,2001-11-04,2001-11-16,2001-11-11,7,On time,1,28627,2950,,#N/A,4,US,12780,3953.9884,9,Quality
44588,2001-11-04,2001-11-16,2001-11-11,7,On time,1,26683,7299,,#N/A,6,Canada,17148,772.5036,0,#N/A
44589,2001-11-04,2001-11-16,2001-11-11,7,On time,1,11104,7339,,#N/A,9,Australia,17189,3756.989,0,#N/A
44590,2001-11-05,2001-11-17,2001-11-12,7,On time,1,13795,16163,,#N/A,8,Germany,26049,3953.9884,9,Quality
44591,2001-11-05,2001-11-17,2001-11-12,7,On time,1,17987,4050,,#N/A,7,France,13885,772.5036,0,#N/A
44592,2001-11-05,2001-11-17,2001-11-12,7,On time,1,28761,15354,,#N/A,4,US,25236,3953.9884,9,Quality
44593,2001-11-05,2001-11-17,2001-11-12,7,On time,1,28645,15956,,#N/A,4,US,25842,3953.9884,9,Quality
44594,2001-11-05,2001-11-17,2001-11-12,7,On time,1,18250,3216,,#N/A,9,Australia,13049,3953.9884,9,Quality
44595,2001-11-05,2001-11-17,2001-11-12,7,On time,1,11124,10943,,#N/A,9,Australia,20811,3756.989,0,#N/A
44596,2001-11-05,2001-11-17,2001-11-12,7,On time,1,18238,4220,,#N/A,9,Australia,14055,3953.9884,9,Quality
44597,2001-11-06,2001-11-18,2001-11-13,7,On time,1,12290,8196,,#N/A,7,France,18049,3953.9884,9,Quality
44598,2001-11-06,2001-11-18,2001-11-13,7,On time,1,29400,6120,,#N/A,8,Germany,15955,3729.364,0,#N/A
44599,2001-11-06,2001-11-18,2001-11-13,7,On time,1,28792,15165,,#N/A,1,US,25044,3953.9884,9,Quality
44600,2001-11-06,2001-11-18,2001-11-13,7,On time,1,18243,3008,,#N/A,9,Australia,12838,3953.9884,9,Quality
44601,2001-11-06,2001-11-18,2001-11-13,7,On time,1,11117,19726,,#N/A,9,Australia,29632,3756.989,0,#N/A
44602,2001-11-07,2001-11-19,2001-11-14,7,On time,1,14702,17437,,#N/A,10,Great Britain,27324,3953.9884,9,Quality
44603,2001-11-07,2001-11-19,2001-11-14,7,On time,1,20167,10271,,#N/A,10,Great Britain,20136,772.5036,0,#N/A
44604,2001-11-07,2001-11-19,2001-11-14,7,On time,1,19364,11757,,#N/A,8,Germany,21627,772.5036,0,#N/A
44605,2001-11-07,2001-11-19,2001-11-14,7,On time,1,28672,3342,,#N/A,4,US,13177,3953.9884,9,Quality
44606,2001-11-07,2001-11-19,2001-11-14,7,On time,1,28772,4491,,#N/A,1,US,14326,3953.9884,9,Quality
44607,2001-11-07,2001-11-19,2001-11-14,7,On time,1,28774,5325,,#N/A,4,US,15160,3953.9884,9,Quality
44608,2001-11-07,2001-11-19,2001-11-14,7,On time,1,18200,1978,,#N/A,9,Australia,11798,3953.9884,9,Quality
44609,2001-11-07,2001-11-19,2001-11-14,7,On time,1,18220,17197,,#N/A,9,Australia,27084,3953.9884,9,Quality
44610,2001-11-07,2001-11-19,2001-11-14,7,On time,1,18241,16380,,#N/A,9,Australia,26266,3953.9884,9,Quality
44611,2001-11-08,2001-11-20,2001-11-15,7,On time,1,13778,12432,,#N/A,8,Germany,22302,3953.9884,9,Quality
44612,2001-11-08,2001-11-20,2001-11-15,7,On time,1,28675,15723,,#N/A,4,US,25607,3953.9884,9,Quality
44613,2001-11-08,2001-11-20,2001-11-15,7,On time,1,28628,8874,,#N/A,1,US,18728,3953.9884,9,Quality
44614,2001-11-08,2001-11-20,2001-11-15,7,On time,1,28650,11312,,#N/A,4,US,21182,3953.9884,9,Quality
44615,2001-11-08,2001-11-20,2001-11-15,7,On time,1,28654,3322,,#N/A,1,US,13157,3953.9884,9,Quality
44616,2001-11-08,2001-11-20,2001-11-15,7,On time,1,28655,4110,,#N/A,1,US,13945,3953.9884,9,Quality
44617,2001-11-08,2001-11-20,2001-11-15,7,On time,1,28666,17789,,#N/A,1,US,27677,3953.9884,9,Quality
44618,2001-11-08,2001-11-20,2001-11-15,7,On time,1,18205,19880,,#N/A,9,Australia,29786,3953.9884,9,Quality
44619,2001-11-09,2001-11-21,2001-11-16,7,On time,1,13789,19156,,#N/A,8,Germany,29057,3953.9884,9,Quality
44620,2001-11-09,2001-11-21,2001-11-16,7,On time,1,18204,19890,,#N/A,9,Australia,29796,3953.9884,9,Quality
44621,2001-11-09,2001-11-21,2001-11-16,7,On time,1,18217,13955,,#N/A,9,Australia,23825,3953.9884,9,Quality
44622,2001-11-09,2001-11-21,2001-11-16,7,On time,1,13771,18435,,#N/A,8,Germany,28326,3953.9884,9,Quality
44623,2001-11-10,2001-11-22,2001-11-17,7,On time,1,12301,15817,,#N/A,7,France,25701,3953.9884,9,Quality
44624,2001-11-10,2001-11-22,2001-11-17,7,On time,1,19357,5758,,#N/A,8,Germany,15593,772.5036,0,#N/A
44625,2001-11-10,2001-11-22,2001-11-17,7,On time,1,28658,19003,,#N/A,4,US,28904,3953.9884,9,Quality
44626,2001-11-10,2001-11-22,2001-11-17,7,On time,1,18272,5120,,#N/A,9,Australia,14955,3953.9884,9,Quality
44627,2001-11-10,2001-11-22,2001-11-17,7,On time,1,11109,10386,,#N/A,9,Australia,20252,3729.364,0,#N/A
44628,2001-11-10,2001-11-22,2001-11-17,7,On time,1,11356,3474,,#N/A,9,Australia,13309,3729.364,0,#N/A
44629,2001-11-10,2001-11-22,2001-11-17,7,On time,1,18209,6432,,#N/A,9,Australia,16268,3953.9884,9,Quality
44630,2001-11-11,2001-11-23,2001-11-18,7,On time,1,28765,3178,,#N/A,4,US,13011,3953.9884,9,Quality
44631,2001-11-11,2001-11-23,2001-11-18,7,On time,1,28629,18933,,#N/A,4,US,28834,3953.9884,9,Quality
44632,2001-11-11,2001-11-23,2001-11-18,7,On time,1,18196,7384,,#N/A,9,Australia,17235,3953.9884,9,Quality
44633,2001-11-11,2001-11-23,2001-11-18,7,On time,1,18203,12288,,#N/A,9,Australia,22158,3953.9884,9,Quality
44634,2001-11-11,2001-11-23,2001-11-18,7,On time,1,18213,7907,,#N/A,9,Australia,17760,3953.9884,9,Quality
44635,2001-11-11,2001-11-23,2001-11-18,7,On time,1,18218,4892,,#N/A,9,Australia,14727,3953.9884,9,Quality
44636,2001-11-12,2001-11-24,2001-11-19,7,On time,1,14705,6561,,#N/A,10,Great Britain,16399,3953.9884,9,Quality
44637,2001-11-12,2001-11-24,2001-11-19,7,On time,1,28644,4089,,#N/A,1,US,13924,3953.9884,9,Quality
44638,2001-11-12,2001-11-24,2001-11-19,7,On time,1,28651,10820,,#N/A,4,US,20687,3953.9884,9,Quality
44639,2001-11-12,2001-11-24,2001-11-19,7,On time,1,14617,4696,,#N/A,1,US,14531,772.5036,0,#N/A
44640,2001-11-12,2001-11-24,2001-11-19,7,On time,1,18246,3473,,#N/A,9,Australia,13308,3953.9884,9,Quality
44641,2001-11-12,2001-11-24,2001-11-19,7,On time,1,18255,18988,,#N/A,9,Australia,28889,3953.9884,9,Quality
44642,2001-11-12,2001-11-24,2001-11-19,7,On time,1,25567,17124,,#N/A,9,Australia,27011,772.5036,0,#N/A
44643,2001-11-13,2001-11-25,2001-11-20,7,On time,1,12280,13090,,#N/A,7,France,22960,3953.9884,9,Quality
44644,2001-11-13,2001-11-25,2001-11-20,7,On time,1,12279,13747,,#N/A,7,France,23617,3953.9884,9,Quality
44645,2001-11-13,2001-11-25,2001-11-20,7,On time,1,11344,4632,,#N/A,10,Great Britain,14467,3756.989,0,#N/A
44646,2001-11-13,2001-11-25,2001-11-20,7,On time,1,29449,1587,,#N/A,8,Germany,11407,3756.989,0,#N/A
44647,2001-11-13,2001-11-25,2001-11-20,7,On time,1,28770,13210,,#N/A,1,US,23080,3953.9884,9,Quality
44648,2001-11-13,2001-11-25,2001-11-20,7,On time,1,25916,16719,,#N/A,4,US,26605,3756.989,0,#N/A
44649,2001-11-13,2001-11-25,2001-11-20,7,On time,1,25924,11498,,#N/A,4,US,21368,3756.989,0,#N/A
44650,2001-11-13,2001-11-25,2001-11-20,7,On time,1,11147,5663,,#N/A,9,Australia,15498,3729.364,0,#N/A
44651,2001-11-14,2001-11-26,2001-11-21,7,On time,1,14720,16649,,#N/A,10,Great Britain,26535,3953.9884,9,Quality
44652,2001-11-14,2001-11-26,2001-11-21,7,On time,1,28407,11056,,#N/A,7,France,20926,3729.364,0,#N/A
44653,2001-11-14,2001-11-26,2001-11-21,7,On time,1,20170,6888,,#N/A,10,Great Britain,16731,772.5036,0,#N/A
44654,2001-11-14,2001-11-26,2001-11-21,7,On time,1,28619,18401,,#N/A,4,US,28292,3953.9884,9,Quality
44655,2001-11-14,2001-11-26,2001-11-21,7,On time,1,11105,14630,,#N/A,9,Australia,24502,3756.989,0,#N/A
44656,2001-11-14,2001-11-26,2001-11-21,7,On time,1,18275,1831,,#N/A,9,Australia,11651,3953.9884,9,Quality
44657,2001-11-14,2001-11-26,2001-11-21,7,On time,1,11120,5273,,#N/A,9,Australia,15108,3729.364,0,#N/A
44658,2001-11-14,2001-11-26,2001-11-21,7,On time,1,18201,2683,,#N/A,9,Australia,12512,3953.9884,9,Quality
44659,2001-11-14,2001-11-26,2001-11-21,7,On time,1,18208,15600,,#N/A,9,Australia,25484,3953.9884,9,Quality
44660,2001-11-15,2001-11-27,2001-11-22,7,On time,1,28775,10382,,#N/A,4,US,20248,3953.9884,9,Quality
44661,2001-11-15,2001-11-27,2001-11-22,7,On time,1,14639,14088,,#N/A,4,US,23958,772.5036,0,#N/A
44662,2001-11-15,2001-11-27,2001-11-22,7,On time,1,11151,13276,,#N/A,9,Australia,23146,3729.364,0,#N/A
44663,2001-11-15,2001-11-27,2001-11-22,7,On time,1,18212,14915,,#N/A,9,Australia,24790,3953.9884,9,Quality
44664,2001-11-15,2001-11-27,2001-11-22,7,On time,1,18222,9224,,#N/A,9,Australia,19080,3953.9884,9,Quality
44665,2001-11-15,2001-11-27,2001-11-22,7,On time,1,25564,3093,,#N/A,9,Australia,12924,772.5036,0,#N/A
44666,2001-11-16,2001-11-28,2001-11-23,7,On time,1,28763,7938,,#N/A,4,US,17791,3953.9884,9,Quality
44667,2001-11-16,2001-11-28,2001-11-23,7,On time,1,28795,16099,,#N/A,4,US,25985,3953.9884,9,Quality
44668,2001-11-16,2001-11-28,2001-11-23,7,On time,1,28621,1701,,#N/A,4,US,11521,3953.9884,9,Quality
44669,2001-11-16,2001-11-28,2001-11-23,7,On time,1,25942,18427,,#N/A,4,US,28318,3729.364,0,#N/A
44670,2001-11-16,2001-11-28,2001-11-23,7,On time,1,18245,15684,,#N/A,9,Australia,25568,3953.9884,9,Quality
44671,2001-11-16,2001-11-28,2001-11-23,7,On time,1,18268,3160,,#N/A,9,Australia,12992,3953.9884,9,Quality
44672,2001-11-16,2001-11-28,2001-11-23,7,On time,1,18207,19378,,#N/A,9,Australia,29283,3953.9884,9,Quality
44673,2001-11-17,2001-11-29,2001-11-24,7,On time,1,13790,3617,,#N/A,8,Germany,13452,3953.9884,9,Quality
44674,2001-11-17,2001-11-29,2001-11-24,7,On time,1,28635,7141,,#N/A,4,US,16987,3953.9884,9,Quality
44675,2001-11-17,2001-11-29,2001-11-24,7,On time,1,25566,5507,,#N/A,9,Australia,15342,772.5036,0,#N/A
44676,2001-11-17,2001-11-29,2001-11-24,7,On time,1,18198,3032,,#N/A,9,Australia,12863,3953.9884,9,Quality
44677,2001-11-18,2001-11-30,2001-11-25,7,On time,1,22233,3595,,#N/A,6,Canada,13430,3953.9884,9,Quality
44678,2001-11-18,2001-11-30,2001-11-25,7,On time,1,22121,4526,,#N/A,6,Canada,14361,3953.9884,9,Quality
44679,2001-11-18,2001-11-30,2001-11-25,7,On time,1,11106,4710,,#N/A,9,Australia,14545,3756.989,0,#N/A
44680,2001-11-19,2001-12-01,2001-11-26,7,On time,1,12296,15901,,#N/A,7,France,25786,3953.9884,9,Quality
44681,2001-11-19,2001-12-01,2001-11-26,7,On time,1,17982,15906,,#N/A,7,France,25791,772.5036,0,#N/A
44682,2001-11-19,2001-12-01,2001-11-26,7,On time,1,28797,1999,,#N/A,4,US,11819,3953.9884,9,Quality
44683,2001-11-19,2001-12-01,2001-11-26,7,On time,1,28799,9098,,#N/A,4,US,18953,3953.9884,9,Quality
44684,2001-11-19,2001-12-01,2001-11-26,7,On time,1,28643,13723,,#N/A,4,US,23593,3953.9884,9,Quality
44685,2001-11-19,2001-12-01,2001-11-26,7,On time,1,18249,15863,,#N/A,9,Australia,25747,3953.9884,9,Quality
44686,2001-11-20,2001-12-02,2001-11-27,7,On time,1,14712,4651,,#N/A,10,Great Britain,14486,3953.9884,9,Quality
44687,2001-11-20,2001-12-02,2001-11-27,7,On time,1,20172,11277,,#N/A,10,Great Britain,21147,772.5036,0,#N/A
44688,2001-11-20,2001-12-02,2001-11-27,7,On time,1,18244,19040,,#N/A,9,Australia,28941,3953.9884,9,Quality
44689,2001-11-20,2001-12-02,2001-11-27,7,On time,1,18269,13147,,#N/A,9,Australia,23017,3953.9884,9,Quality
44690,2001-11-20,2001-12-02,2001-11-27,7,On time,1,11111,9847,,#N/A,9,Australia,19708,3756.989,0,#N/A
44691,2001-11-21,2001-12-03,2001-11-28,7,On time,1,28414,19485,,#N/A,7,France,29391,3756.989,0,#N/A
44692,2001-11-21,2001-12-03,2001-11-28,7,On time,1,28670,19621,,#N/A,1,US,29527,3953.9884,9,Quality
44693,2001-11-21,2001-12-03,2001-11-28,7,On time,1,28676,14335,,#N/A,4,US,24205,3953.9884,9,Quality
44694,2001-11-21,2001-12-03,2001-11-28,7,On time,1,22232,7151,,#N/A,6,Canada,16997,3953.9884,9,Quality
44695,2001-11-21,2001-12-03,2001-11-28,7,On time,1,19855,17422,,#N/A,6,Canada,27309,3756.989,0,#N/A
44696,2001-11-21,2001-12-03,2001-11-28,7,On time,1,18254,17610,,#N/A,9,Australia,27498,3953.9884,9,Quality
44697,2001-11-22,2001-12-04,2001-11-29,7,On time,1,18219,13459,,#N/A,9,Australia,23329,3953.9884,9,Quality
44698,2001-11-22,2001-12-04,2001-11-29,7,On time,1,25565,15075,,#N/A,9,Australia,24951,772.5036,0,#N/A
44699,2001-11-23,2001-12-05,2001-11-30,7,On time,1,22234,9589,,#N/A,6,Canada,19448,3953.9884,9,Quality
44700,2001-11-23,2001-12-05,2001-11-30,7,On time,1,28769,18471,,#N/A,1,US,28362,3953.9884,9,Quality
44701,2001-11-23,2001-12-05,2001-11-30,7,On time,1,14636,6749,,#N/A,1,US,16591,772.5036,0,#N/A
44702,2001-11-23,2001-12-05,2001-11-30,7,On time,1,18260,3902,,#N/A,9,Australia,13737,3953.9884,9,Quality
44703,2001-11-24,2001-12-06,2001-12-01,7,On time,1,12300,2389,,#N/A,7,France,12214,3953.9884,9,Quality
44704,2001-11-24,2001-12-06,2001-12-01,7,On time,1,29403,18479,,#N/A,8,Germany,28370,3729.364,0,#N/A
44705,2001-11-24,2001-12-06,2001-12-01,7,On time,1,28678,776,,#N/A,1,US,16957,3953.9884,9,Quality
44706,2001-11-24,2001-12-06,2001-12-01,7,On time,1,28618,8037,,#N/A,1,US,17890,3953.9884,9,Quality
44707,2001-11-24,2001-12-06,2001-12-01,7,On time,1,28649,16876,,#N/A,4,US,26762,3953.9884,9,Quality
44708,2001-11-24,2001-12-06,2001-12-01,7,On time,1,25909,13208,,#N/A,4,US,23078,3729.364,0,#N/A
44709,2001-11-24,2001-12-06,2001-12-01,7,On time,1,18240,10109,,#N/A,9,Australia,19973,3953.9884,9,Quality
44710,2001-11-25,2001-12-07,2001-12-02,7,On time,1,28674,5180,,#N/A,4,US,15015,3953.9884,9,Quality
44711,2001-11-25,2001-12-07,2001-12-02,7,On time,1,18248,10895,,#N/A,9,Australia,20763,3953.9884,9,Quality
44712,2001-11-25,2001-12-07,2001-12-02,7,On time,1,11112,19939,,#N/A,9,Australia,29845,3729.364,0,#N/A
44713,2001-11-26,2001-12-08,2001-12-03,7,On time,1,22128,6533,,#N/A,6,Canada,16371,3953.9884,9,Quality
44714,2001-11-26,2001-12-08,2001-12-03,7,On time,1,28657,5776,,#N/A,1,US,15611,3953.9884,9,Quality
44715,2001-11-26,2001-12-08,2001-12-03,7,On time,1,22182,8995,,#N/A,6,Canada,18849,3953.9884,9,Quality
44716,2001-11-26,2001-12-08,2001-12-03,7,On time,1,22230,6050,,#N/A,6,Canada,15885,3953.9884,9,Quality
44717,2001-11-26,2001-12-08,2001-12-03,7,On time,1,14616,18730,,#N/A,4,US,28626,772.5036,0,#N/A
44718,2001-11-26,2001-12-08,2001-12-03,7,On time,1,18239,11164,,#N/A,9,Australia,21034,3953.9884,9,Quality
44719,2001-11-27,2001-12-09,2001-12-04,7,On time,1,14700,2949,,#N/A,10,Great Britain,12779,3953.9884,9,Quality
44720,2001-11-27,2001-12-09,2001-12-04,7,On time,1,28625,5674,,#N/A,1,US,15509,3953.9884,9,Quality
44721,2001-11-27,2001-12-09,2001-12-04,7,On time,1,26643,17152,,#N/A,6,Canada,27039,772.5036,0,#N/A
44722,2001-11-28,2001-12-10,2001-12-05,7,On time,1,13774,5734,,#N/A,8,Germany,15569,3953.9884,9,Quality
44723,2001-11-28,2001-12-10,2001-12-05,7,On time,1,29410,13107,,#N/A,8,Germany,22977,3756.989,0,#N/A
44724,2001-11-28,2001-12-10,2001-12-05,7,On time,1,28665,3879,,#N/A,1,US,13714,3953.9884,9,Quality
44725,2001-11-28,2001-12-10,2001-12-05,7,On time,1,25910,10459,,#N/A,4,US,20326,3756.989,0,#N/A
44726,2001-11-28,2001-12-10,2001-12-05,7,On time,1,14614,6173,,#N/A,4,US,16008,772.5036,0,#N/A
44727,2001-11-28,2001-12-10,2001-12-05,7,On time,1,18273,10463,,#N/A,9,Australia,20330,3953.9884,9,Quality
44728,2001-11-28,2001-12-10,2001-12-05,7,On time,1,11126,16305,,#N/A,9,Australia,26191,3756.989,0,#N/A
44729,2001-11-29,2001-12-11,2001-12-06,7,On time,1,12307,8569,,#N/A,7,France,18422,3953.9884,9,Quality
44730,2001-11-29,2001-12-11,2001-12-06,7,On time,1,14697,18370,,#N/A,10,Great Britain,28261,3953.9884,9,Quality
44731,2001-11-29,2001-12-11,2001-12-06,7,On time,1,28661,13517,,#N/A,1,US,23387,3953.9884,9,Quality
44732,2001-11-29,2001-12-11,2001-12-06,7,On time,1,18251,14814,,#N/A,9,Australia,24689,3953.9884,9,Quality
44733,2001-11-29,2001-12-11,2001-12-06,7,On time,1,18214,19306,,#N/A,9,Australia,29209,3953.9884,9,Quality
44734,2001-11-30,2001-12-12,2001-12-07,7,On time,1,12285,16491,,#N/A,7,France,26377,3953.9884,9,Quality
44735,2001-11-30,2001-12-12,2001-12-07,7,On time,1,28673,8358,,#N/A,4,US,18211,3953.9884,9,Quality
44736,2001-11-30,2001-12-12,2001-12-07,7,On time,1,14634,9548,,#N/A,1,US,19407,772.5036,0,#N/A
44737,2001-11-30,2001-12-12,2001-12-07,7,On time,1,18242,19080,,#N/A,9,Australia,28981,3953.9884,9,Quality
44738,2001-11-30,2001-12-12,2001-12-07,7,On time,1,18252,3789,,#N/A,9,Australia,13624,3953.9884,9,Quality
44739,2001-11-30,2001-12-12,2001-12-07,7,On time,1,18202,17910,,#N/A,9,Australia,27798,3953.9884,9,Quality
44740,2001-12-01,2001-12-13,2001-12-08,7,On time,0,216,127,275,Michael G Blythe,2,US,778,8805.4789,0,#N/A
44741,2001-12-01,2001-12-13,2001-12-08,7,On time,0,92,171,283,David R Campbell,1,US,843,5410.064,0,#N/A
44742,2001-12-01,2001-12-13,2001-12-08,7,On time,0,57,534,277,Jillian Carson,3,US,565,53184.3391,0,#N/A
44743,2001-12-01,2001-12-13,2001-12-08,7,On time,0,272,161,283,David R Campbell,1,US,863,56164.1459,0,#N/A
44744,2001-12-01,2001-12-13,2001-12-08,7,On time,0,173,261,282,José Edvaldo Saraiva,6,Canada,473,39393.0512,0,#N/A
44745,2001-12-01,2001-12-13,2001-12-08,7,On time,0,118,516,282,José Edvaldo Saraiva,6,Canada,463,34826.8643,0,#N/A
44746,2001-12-01,2001-12-13,2001-12-08,7,On time,0,47,354,282,José Edvaldo Saraiva,6,Canada,452,18943.6154,0,#N/A
44747,2001-12-01,2001-12-13,2001-12-08,7,On time,0,631,537,278,Garrett R Vargas,6,Canada,548,13776.3765,0,#N/A
44748,2001-12-01,2001-12-13,2001-12-08,7,On time,0,561,26,277,Jillian Carson,4,US,619,1159.9768,0,#N/A
44749,2001-12-01,2001-12-13,2001-12-08,7,On time,0,155,179,282,José Edvaldo Saraiva,6,Canada,470,60791.1355,0,#N/A
44750,2001-12-01,2001-12-13,2001-12-08,7,On time,0,678,269,282,José Edvaldo Saraiva,6,Canada,555,118498.3894,0,#N/A
44751,2001-12-01,2001-12-13,2001-12-08,7,On time,0,545,477,281,Shu K Ito,4,US,1079,632.15,0,#N/A
44752,2001-12-01,2001-12-13,2001-12-08,7,On time,0,114,217,276,Linda C Mitchell,4,US,1007,17176.4317,0,#N/A
44753,2001-12-01,2001-12-13,2001-12-08,7,On time,0,96,509,276,Linda C Mitchell,4,US,1004,3108.8572,0,#N/A
44754,2001-12-01,2001-12-13,2001-12-08,7,On time,0,417,202,277,Jillian Carson,4,US,605,14388.9499,0,#N/A
44755,2001-12-01,2001-12-13,2001-12-08,7,On time,0,273,870,277,Jillian Carson,4,US,589,37725.5951,0,#N/A
44756,2001-12-01,2001-12-13,2001-12-08,7,On time,0,93,255,277,Jillian Carson,4,US,569,18644.828,0,#N/A
44757,2001-12-01,2001-12-13,2001-12-08,7,On time,0,581,296,281,Shu K Ito,4,US,1085,49953.7086,0,#N/A
44758,2001-12-01,2001-12-13,2001-12-08,7,On time,0,418,191,277,Jillian Carson,3,US,606,33988.9677,0,#N/A
44759,2001-12-01,2001-12-13,2001-12-08,7,On time,0,180,198,275,Michael G Blythe,3,US,774,8130.3106,0,#N/A
44760,2001-12-01,2001-12-13,2001-12-08,7,On time,0,473,457,281,Shu K Ito,4,US,28,6932.167,0,#N/A
44761,2001-12-01,2001-12-13,2001-12-08,7,On time,0,567,22,279,Tsvi Michael Reiter,5,US,973,109112.0989,0,#N/A
44762,2001-12-01,2001-12-13,2001-12-08,7,On time,0,293,237,281,Shu K Ito,1,US,1036,123265.0706,0,#N/A
